strategy,strategy_label,concurrency,run_id,throughput,p99,median_latency,avg_latency,latency_stddev,latency_cv,errors,warmup_ops_per_client,measured_ops_per_client
global_mutex,GlobalMutex,500,9,65701.05341783998,63141.0,3345.0,7411.574575555555,12384.051550212576,1.6709069609927383,0,100,900
global_mutex,GlobalMutex,500,10,74884.86867052928,56663.0,3143.0,6455.274806666666,11461.754130195548,1.7755640888221296,0,100,900
global_mutex,GlobalMutex,500,11,65284.04726274871,67518.0,3273.0,7592.77378,13073.171610859275,1.721791270180484,0,100,900
global_mutex,GlobalMutex,500,12,73234.57379817487,61452.0,3003.0,6597.5069955555555,11378.980930223992,1.7247395020406193,0,100,900
global_mutex,GlobalMutex,500,13,74900.73727362297,60651.0,3132.0,6607.948733333334,11645.030649817692,1.7622761797583495,0,100,900
global_mutex,GlobalMutex,500,14,78951.76732265292,52924.0,3006.0,6134.2126333333335,10088.065219484442,1.6445574717553577,0,100,900
global_mutex,GlobalMutex,500,15,68449.03257464743,64478.0,3178.0,7238.16184,12505.251003247917,1.727683254350654,0,100,900
global_mutex,GlobalMutex,500,16,72609.33170290424,57776.0,3098.0,6731.095795555556,11479.539249565021,1.7054488003490893,0,100,900
global_mutex,GlobalMutex,500,17,70507.92584859056,63912.0,3176.0,7021.4902133333335,12047.561608865717,1.7158126327639416,0,100,900
global_mutex,GlobalMutex,500,18,69881.70296274255,60303.0,3039.0,6933.007577777777,11701.335918232422,1.687771978749665,0,100,900
global_mutex,GlobalMutex,500,19,73085.98415917715,57977.0,3047.0,6775.935713333333,11393.531773095083,1.6814698744374867,0,100,900
global_mutex,GlobalMutex,500,20,69870.05515748504,58984.0,3241.0,6939.186064444444,11301.34166383087,1.6286264064509794,0,100,900
global_mutex,GlobalMutex,500,21,74161.8266322509,58872.0,3206.0,6686.38688,11315.704501898774,1.6923496508623763,0,100,900
global_mutex,GlobalMutex,500,22,76620.8132633442,54614.0,3019.0,6312.83318,10755.713369318577,1.7037854577552098,0,100,900
global_mutex,GlobalMutex,500,23,67572.63720974725,66374.0,3247.0,7336.695377777778,12340.900413993051,1.6820788895464547,0,100,900
global_mutex,GlobalMutex,500,24,72947.75719666212,52872.0,3107.0,6668.791255555556,10681.688512539486,1.6017428201311465,0,100,900
global_mutex,GlobalMutex,500,25,66214.75099115206,65130.0,3402.0,7485.296542222222,12511.024727566046,1.6714133711330283,0,100,900
global_mutex,GlobalMutex,500,26,72102.25830682107,60218.0,3097.0,6742.905506666667,11486.47860659378,1.7034909647239123,0,100,900
global_mutex,GlobalMutex,500,27,68123.94595044857,65723.0,3268.0,7273.90234,12406.566962180339,1.7056273760997924,0,100,900
global_mutex,GlobalMutex,500,28,77889.15430468267,55726.0,3089.0,6222.577953333333,10085.506821917434,1.620792362515088,0,100,900
global_mutex,GlobalMutex,500,29,65607.60800401882,67826.0,3254.0,7324.668817777778,12836.440207909503,1.7524942802538799,0,100,900
global_mutex,GlobalMutex,500,30,75227.63254711819,53621.0,3168.0,6420.136955555556,10365.639619206027,1.6145511678277047,0,100,900
global_mutex,GlobalMutex,600,1,71259.49077346617,74932.0,3570.0,8200.487564814815,14211.507384039995,1.7330076134760801,0,100,900
global_mutex,GlobalMutex,600,2,71367.60451959145,82856.0,3572.0,8327.815246296297,14911.962101740095,1.7906211486106183,0,100,900
global_mutex,GlobalMutex,600,3,71341.21265099669,81041.0,3378.0,8066.338570370371,15457.927309061182,1.9163499243438553,0,100,900
global_mutex,GlobalMutex,600,4,70085.72256889738,79750.0,3528.0,8345.64532037037,15333.658553185003,1.8373244925419996,0,100,900
global_mutex,GlobalMutex,600,5,69130.74309887663,73149.0,3562.0,8443.768818518518,14561.30488055848,1.7245030262580425,0,100,900
global_mutex,GlobalMutex,600,6,67647.48384353284,77549.0,3525.0,8611.92053148148,15206.988433907716,1.7658068694802165,0,100,900
global_mutex,GlobalMutex,600,7,67276.46623776962,72889.0,3884.0,8687.84573888889,14257.625185390869,1.6411001776390097,0,100,900
global_mutex,GlobalMutex,600,8,70094.23888873398,75884.0,3518.0,8467.268814814815,14758.380896545983,1.7429918925833416,0,100,900
global_mutex,GlobalMutex,600,9,72573.45771624423,71670.0,3502.0,8021.6261,14310.715100919182,1.784016722110643,0,100,900
global_mutex,GlobalMutex,600,10,67587.21602202518,78223.0,3646.0,8599.548174074074,14763.382056555889,1.7167625272528324,0,100,900
global_mutex,GlobalMutex,600,11,69040.1307005567,78377.0,3590.0,8496.981885185185,14814.127103648734,1.7434575363138922,0,100,900
global_mutex,GlobalMutex,600,12,71829.1085712515,74720.0,3536.0,8170.456692592593,14700.525665799156,1.7992293722242945,0,100,900
global_mutex,GlobalMutex,600,13,72668.73116935001,87129.0,3412.0,7982.0809592592595,15482.174971956156,1.9396163796104755,0,100,900
global_mutex,GlobalMutex,600,14,70436.18483082617,76917.0,3584.0,8240.389751851852,14524.634943955936,1.7626150438687485,0,100,900
global_mutex,GlobalMutex,600,15,70469.86280972914,69938.0,3545.0,8261.56706111111,14024.603752215155,1.69757185876174,0,100,900
global_mutex,GlobalMutex,600,16,69458.9623322797,83255.0,3456.0,8561.213172222222,15977.421275128716,1.8662566804164133,0,100,900
global_mutex,GlobalMutex,600,17,71866.73830249092,75019.0,3486.0,8090.32785925926,14138.925478847252,1.747633189261355,0,100,900
global_mutex,GlobalMutex,600,18,75843.95803567117,75330.0,3353.0,7617.0320833333335,13981.73411909848,1.8355881879100413,0,100,900
global_mutex,GlobalMutex,600,19,70812.00083724805,74742.0,3583.0,8204.81088888889,14829.005740410443,1.8073549703006762,0,100,900
global_mutex,GlobalMutex,600,20,69479.61686535265,77952.0,3595.0,8415.098711111112,14688.530640112353,1.7454971289544041,0,100,900
global_mutex,GlobalMutex,600,21,67560.39759357041,79247.0,3616.0,8764.379933333334,15284.726902349628,1.7439598715041589,0,100,900
global_mutex,GlobalMutex,600,22,64890.91509473454,80877.0,3603.0,8981.13245925926,15945.461275638878,1.7754399401157501,0,100,900
global_mutex,GlobalMutex,600,23,68897.68829437773,74443.0,3747.0,8448.821657407407,14900.557640101186,1.7636255378922923,0,100,900
global_mutex,GlobalMutex,600,24,74343.65907099338,74012.0,3448.0,7825.999840740741,14170.00445786753,1.8106318357050106,0,100,900
global_mutex,GlobalMutex,600,25,69228.44645663266,69653.0,3945.0,8445.14077037037,13230.038832444206,1.5665859447673824,0,100,900
global_mutex,GlobalMutex,600,26,70577.94959587506,77446.0,3450.0,8247.802864814816,15250.006348609717,1.8489780367649609,0,100,900
global_mutex,GlobalMutex,600,27,72377.8901952181,77467.0,3425.0,8106.82597962963,14869.504018010026,1.834195535388729,0,100,900
global_mutex,GlobalMutex,600,28,69252.15045932736,73911.0,3635.0,8408.456638888889,13911.88501743676,1.6545111207560566,0,100,900
global_mutex,GlobalMutex,600,29,72565.18970245535,75144.0,3410.0,8055.514064814814,14722.777231229831,1.827664518089112,0,100,900
global_mutex,GlobalMutex,600,30,68640.09844442237,75579.0,3577.0,8656.570907407408,14751.924420437968,1.704130258762714,0,100,900
global_mutex,GlobalMutex,700,1,69598.67374755841,94214.0,3987.0,9911.69155079365,17793.49571097325,1.7952027279892993,0,100,900
global_mutex,GlobalMutex,700,2,71244.77217015016,93431.0,3730.0,9508.425665079365,17773.677886339818,1.8692555962881858,0,100,900
global_mutex,GlobalMutex,700,3,67222.4221159785,97391.0,3882.0,10109.053484126984,18072.260925981653,1.7877302711236343,0,100,900
global_mutex,GlobalMutex,700,4,68945.94261654017,89022.0,3905.0,9862.956936507937,17501.833947242838,1.7745017097721922,0,100,900
global_mutex,GlobalMutex,700,5,74887.63214213327,84605.0,3691.0,9261.456053968253,16845.9389969143,1.8189298635927045,0,100,900
global_mutex,GlobalMutex,700,6,67297.87863049074,88576.0,3991.0,10123.484301587301,17432.993053044098,1.7220348778839623,0,100,900
global_mutex,GlobalMutex,700,7,67512.14736422931,93367.0,3969.0,9934.357003174604,18208.15478368359,1.8328468342606397,0,100,900
global_mutex,GlobalMutex,700,8,73898.58484987706,89868.0,3684.0,9385.717785714285,17192.830302880273,1.8318077205612293,0,100,900
global_mutex,GlobalMutex,700,9,67145.51693147632,93489.0,3797.0,10024.93236984127,18510.28364530963,1.8464247899562354,0,100,900
global_mutex,GlobalMutex,700,10,73548.76646424904,92475.0,3791.0,9434.65923968254,17828.331927832456,1.8896635771269625,0,100,900
global_mutex,GlobalMutex,700,11,67719.95410377068,93955.0,3933.0,10019.24296031746,18408.197644699187,1.83728428560993,0,100,900
global_mutex,GlobalMutex,700,12,67164.01531163644,83600.0,4012.0,10008.451223809523,17034.06562994701,1.701968191584324,0,100,900
global_mutex,GlobalMutex,700,13,68126.95349646044,97492.0,3838.0,10124.558,19170.19050306904,1.8934348050620124,0,100,900
global_mutex,GlobalMutex,700,14,65695.27541314981,89923.0,4135.0,10359.820442857143,18401.711583398413,1.7762577725066624,0,100,900
global_mutex,GlobalMutex,700,15,67809.7318506422,96414.0,3905.0,10015.395542857143,18611.16606420897,1.858255720861891,0,100,900
global_mutex,GlobalMutex,700,16,74466.22602096153,91145.0,3644.0,9286.724439682539,16913.105331873412,1.8212132212734824,0,100,900
global_mutex,GlobalMutex,700,17,64349.67189738619,97595.0,4515.0,10573.638244444444,18347.160198160745,1.7351794882712799,0,100,900
global_mutex,GlobalMutex,700,18,68644.49183341514,98373.0,4110.0,9953.78766984127,18254.135641656252,1.8338883897397167,0,100,900
global_mutex,GlobalMutex,700,19,66854.50985585219,97868.0,4197.0,10189.540525396826,18052.12250638359,1.771632632638316,0,100,900
global_mutex,GlobalMutex,700,20,63581.90343684559,106840.0,3913.0,10708.525403174603,20255.48294556405,1.891528682329987,0,100,900
global_mutex,GlobalMutex,700,21,65395.872902459996,93178.0,4055.0,10477.254346031747,18090.859180686828,1.726679393589288,0,100,900
global_mutex,GlobalMutex,700,22,72722.0580037398,93705.0,3703.0,9482.023123809524,17988.7354475109,1.8971410650055127,0,100,900
global_mutex,GlobalMutex,700,23,70564.99825995674,87046.0,3930.0,9591.650925396825,16817.634415797813,1.753361808786013,0,100,900
global_mutex,GlobalMutex,700,24,65258.49621920888,100432.0,4019.0,10341.670850793651,18517.495333952782,1.7905709436238433,0,100,900
global_mutex,GlobalMutex,700,25,72547.85236189609,90869.0,3714.0,9532.269731746032,17388.249051013452,1.824145721884481,0,100,900
global_mutex,GlobalMutex,700,26,68771.91851647395,84961.0,4030.0,9780.977614285714,16097.139826939816,1.6457598066096135,0,100,900
global_mutex,GlobalMutex,700,27,67158.5404934651,92300.0,3781.0,10023.220492063492,18513.940532680852,1.8471049846045404,0,100,900
global_mutex,GlobalMutex,700,28,71292.31278331003,90689.0,3798.0,9701.602049206349,17769.47765604838,1.8316024060688032,0,100,900
global_mutex,GlobalMutex,700,29,70669.75295312633,91241.0,3844.0,9607.106565079364,17773.9182848922,1.8500802676112886,0,100,900
global_mutex,GlobalMutex,700,30,70530.3454248588,91131.0,4017.0,9712.615673015873,17138.756971640207,1.764587166694555,0,100,900
global_mutex,GlobalMutex,1000,1,65275.05546809125,137697.0,4852.0,15052.14564,26363.12714670326,1.751453100257357,0,100,900
global_mutex,GlobalMutex,1000,2,71797.29660517459,137656.0,4740.0,13772.210252222223,26540.050316311263,1.9270726942343097,0,100,900
global_mutex,GlobalMutex,1000,3,210166.10622519566,13306.0,4354.0,4674.739481111111,2432.3416519500424,0.5203159794846821,0,100,900
global_mutex,GlobalMutex,1000,4,212431.4365412269,11176.0,4614.0,4664.704474444445,1785.003672568688,0.3826616846464379,0,100,900
global_mutex,GlobalMutex,1000,5,212574.34529389776,10645.0,4569.0,4664.00361,1647.7385321570284,0.3532884341307421,0,100,900
global_mutex,GlobalMutex,1000,6,212975.2509447449,10839.0,4524.0,4652.903065555555,1854.8971478105366,0.3986537268618259,0,100,900
global_mutex,GlobalMutex,1000,7,213397.41158727574,9938.0,4519.0,4649.3082466666665,1557.6551611527298,0.33502944492215475,0,100,900
global_mutex,GlobalMutex,1000,8,212971.96880694228,9793.0,4590.0,4661.432605555556,1560.172900582822,0.33469815668328823,0,100,900
global_mutex,GlobalMutex,1000,9,212396.8259231425,12078.0,4492.0,4659.652277777778,2116.366593219491,0.4541898122554332,0,100,900
global_mutex,GlobalMutex,1000,10,212486.44945580297,10321.0,4611.0,4666.656995555555,1595.4875668611437,0.34189090142700845,0,100,900
global_mutex,GlobalMutex,1000,11,212590.36308396692,11689.0,4501.0,4658.655595555556,1939.1583599306898,0.4162484906119016,0,100,900
global_mutex,GlobalMutex,1000,12,211837.69438549888,13965.0,4450.0,4668.83679,2325.334318480034,0.49805431696832436,0,100,900
global_mutex,GlobalMutex,1000,13,213176.89204045563,9179.0,4589.0,4657.778156666666,1282.1571297400542,0.275272262141748,0,100,900
global_mutex,GlobalMutex,1000,14,213352.24952939103,9275.0,4566.0,4655.321552222223,1310.0294258034417,0.2814047131025993,0,100,900
global_mutex,GlobalMutex,1000,15,212640.01348137687,9646.0,4576.0,4666.337012222222,1446.2783652121961,0.30993868668809316,0,100,900
global_mutex,GlobalMutex,1000,16,208552.71601810033,16858.0,4482.0,4737.108003333334,2808.2820081803948,0.5928262573292201,0,100,900
global_mutex,GlobalMutex,1000,17,211725.23780714054,11780.0,4527.0,4675.430751111111,1997.9552643399525,0.42733073607498956,0,100,900
global_mutex,GlobalMutex,1000,18,66992.66392635468,142575.0,4953.0,14381.252096666667,26746.328447912623,1.8598052706489983,0,100,900
global_mutex,GlobalMutex,1000,19,65400.15036584572,136104.0,5008.0,14702.78677111111,26164.723461254933,1.779575795295141,0,100,900
global_mutex,GlobalMutex,1000,20,66509.53276688095,134104.0,5012.0,14826.046382222223,25651.642677442527,1.7301741823903356,0,100,900
global_mutex,GlobalMutex,1000,21,70980.70967253624,136164.0,4664.0,13932.579734444444,26266.26366069985,1.8852405054437829,0,100,900
global_mutex,GlobalMutex,1000,22,68587.44058508935,131978.0,4648.0,13964.427078888888,25745.647076036163,1.8436593875704261,0,100,900
global_mutex,GlobalMutex,1000,23,67293.23249893656,134373.0,4808.0,14155.18588888889,26134.566879655747,1.8462892034621794,0,100,900
global_mutex,GlobalMutex,1000,24,61198.21983558231,151259.0,5632.0,16097.717725555556,29080.52370237181,1.8064997907253464,0,100,900
global_mutex,GlobalMutex,1000,25,61197.56546904929,150017.0,5383.0,16002.068602222222,28517.053928427948,1.7820854689041739,0,100,900
global_mutex,GlobalMutex,1000,26,63681.15215053772,146008.0,5272.0,15484.37735,28001.997791277165,1.8084032155982794,0,100,900
global_mutex,GlobalMutex,1000,27,61901.30015086316,154329.0,5425.0,16017.417542222222,29852.61510536026,1.8637595621558962,0,100,900
global_mutex,GlobalMutex,1000,28,207692.5353712555,12780.0,4640.0,4768.058492222222,2047.9494612635904,0.4295143326375415,0,100,900
global_mutex,GlobalMutex,1000,29,194942.70430855054,18621.0,4597.0,5070.976532222222,3473.3504901896986,0.6849470645583119,0,100,900
global_mutex,GlobalMutex,1000,30,211761.9716616012,10915.0,4627.0,4681.691413333333,1707.1088347057669,0.3646350611328133,0,100,900
sharded_2key,Sharded-2key,100,1,186221.0720850162,1351.0,496.0,532.1821666666667,281.9425422941256,0.5297857762879921,0,100,900
sharded_2key,Sharded-2key,100,2,189386.71583706955,1181.0,495.0,523.2668222222222,235.07479969605382,0.44924461042214076,0,100,900
sharded_2key,Sharded-2key,100,3,197775.19388149475,1053.0,478.0,500.34836666666666,230.54716458062794,0.46077329304887893,0,100,900
sharded_2key,Sharded-2key,100,4,205426.5711280943,990.0,464.0,482.2115111111111,184.090218488503,0.3817623890071031,0,100,900
sharded_2key,Sharded-2key,100,5,206694.64811541777,947.0,465.0,479.2322222222222,169.98259645030012,0.3546977614778966,0,100,900
sharded_2key,Sharded-2key,100,6,206658.00425198843,948.0,466.0,478.8356333333333,170.18696062877572,0.3554183289243701,0,100,900
sharded_2key,Sharded-2key,100,7,205825.1372524917,955.0,468.0,481.2020777777778,175.6592827668594,0.36504265230537924,0,100,900
sharded_2key,Sharded-2key,100,8,188930.19488399412,1195.0,495.0,524.4416,221.23616161340257,0.4218509012507829,0,100,900
sharded_2key,Sharded-2key,100,9,205654.62659979536,958.0,469.0,481.6368111111111,175.15346769752156,0.3636629585962327,0,100,900
sharded_2key,Sharded-2key,100,10,195457.141678195,1172.0,481.0,506.8777111111111,211.54280198488868,0.4173448493546346,0,100,900
sharded_2key,Sharded-2key,100,11,209792.14535503802,917.0,458.0,472.64123333333333,157.34545046467747,0.3329067363737784,0,100,900
sharded_2key,Sharded-2key,100,12,165752.50843216162,1734.0,535.0,597.8729222222222,356.75878222375974,0.5967133967160279,0,100,900
sharded_2key,Sharded-2key,100,13,199064.0301264034,1085.0,471.0,496.5272888888889,191.36870872048007,0.3854142823624421,0,100,900
sharded_2key,Sharded-2key,100,14,165770.45723896075,1617.0,551.0,597.7776888888889,312.0083836343487,0.5219471877819496,0,100,900
sharded_2key,Sharded-2key,100,15,205057.47653981842,983.0,468.0,482.9839666666667,169.12471936527885,0.3501663223574478,0,100,900
sharded_2key,Sharded-2key,100,16,202101.1218577135,1013.0,473.0,489.90734444444445,187.1040073285122,0.38191713076007955,0,100,900
sharded_2key,Sharded-2key,100,17,206198.28186243898,972.0,466.0,480.42355555555554,172.6273851802815,0.359323316236352,0,100,900
sharded_2key,Sharded-2key,100,18,210888.58785193865,901.0,456.0,469.88787777777776,156.3008919269176,0.3326344417866348,0,100,900
sharded_2key,Sharded-2key,100,19,207644.5298040857,951.0,464.0,476.78895555555556,167.19464642783575,0.3506680355735593,0,100,900
sharded_2key,Sharded-2key,100,20,207130.86339460185,963.0,465.0,477.8855555555556,171.38060413184584,0.3586226914362603,0,100,900
sharded_2key,Sharded-2key,100,21,206649.24530869018,957.0,465.0,479.31544444444444,172.36758721849642,0.35961200336092003,0,100,900
sharded_2key,Sharded-2key,100,22,205888.07454385457,962.0,468.0,480.4982,173.8199859719472,0.36174950493456004,0,100,900
sharded_2key,Sharded-2key,100,23,208845.15285669122,932.0,459.0,474.30013333333335,156.227715278316,0.32938577136878167,0,100,900
sharded_2key,Sharded-2key,100,24,211015.20865856734,915.0,456.0,469.89293333333336,151.83815049546732,0.32313350494197823,0,100,900
sharded_2key,Sharded-2key,100,25,208175.8964565289,948.0,462.0,475.7534111111111,165.29173837697934,0.34743153599454873,0,100,900
sharded_2key,Sharded-2key,100,26,205056.03615285558,984.0,466.0,483.12403333333333,178.2679554889785,0.36899003814612924,0,100,900
sharded_2key,Sharded-2key,100,27,201098.6506390029,1039.0,474.0,492.4194,186.89947335817715,0.3795534322128193,0,100,900
sharded_2key,Sharded-2key,100,28,206053.39072301844,962.0,466.0,480.42853333333335,175.36353138851362,0.36501481327888163,0,100,900
sharded_2key,Sharded-2key,100,29,206475.35386864553,966.0,465.0,480.0398,167.95928110231307,0.3498861575692538,0,100,900
sharded_2key,Sharded-2key,100,30,205385.9812698528,971.0,468.0,481.65624444444444,176.48199652548064,0.36640653694636477,0,100,900
sharded_2key,Sharded-2key,200,1,208507.4916289976,2088.0,916.0,948.0746277777778,387.15512136332455,0.4083593316601982,0,100,900
sharded_2key,Sharded-2key,200,2,209648.7640695795,2159.0,901.0,945.9438277777778,430.08672298368447,0.4546641252409767,0,100,900
sharded_2key,Sharded-2key,200,3,216516.48908567624,1905.0,887.0,915.0138222222222,328.71604750613596,0.3592470840580409,0,100,900
sharded_2key,Sharded-2key,200,4,214764.59894516363,1949.0,894.0,922.7370333333333,358.42945368501603,0.38844160441920345,0,100,900
sharded_2key,Sharded-2key,200,5,215375.74400249537,1961.0,892.0,920.2883944444444,351.40422946205905,0.3818414223013137,0,100,900
sharded_2key,Sharded-2key,200,6,215251.8491479166,1909.0,894.0,919.9190833333333,343.9364397572736,0.37387683980966835,0,100,900
sharded_2key,Sharded-2key,200,7,212740.6639397852,2009.0,895.0,929.4446444444444,371.021620644946,0.39918635591979357,0,100,900
sharded_2key,Sharded-2key,200,8,208967.80505933997,2247.0,900.0,948.0969722222222,413.70381312664574,0.43635179232454996,0,100,900
sharded_2key,Sharded-2key,200,9,216067.931844199,1881.0,894.0,916.064,334.9008122420893,0.36558669726360743,0,100,900
sharded_2key,Sharded-2key,200,10,213795.58561502487,1985.0,895.0,926.2376611111112,360.8135859456995,0.38954752229883305,0,100,900
sharded_2key,Sharded-2key,200,11,212513.13765071673,2015.0,901.0,931.9436722222222,386.28899161032365,0.4144982182122837,0,100,900
sharded_2key,Sharded-2key,200,12,215902.4768512063,1918.0,889.0,917.6351166666667,341.2214676547066,0.37184874625788344,0,100,900
sharded_2key,Sharded-2key,200,13,213898.24652456195,1960.0,896.0,925.7173277777778,344.58653078913363,0.37223731310758507,0,100,900
sharded_2key,Sharded-2key,200,14,213634.27801014535,1994.0,898.0,926.69235,373.7832561955639,0.4033520468746331,0,100,900
sharded_2key,Sharded-2key,200,15,213990.73391827804,2027.0,899.0,925.0019555555556,372.37861225089426,0.4025706216234364,0,100,900
sharded_2key,Sharded-2key,200,16,205730.42085729295,2117.0,915.0,958.3735888888889,427.56470153141,0.4461357308762195,0,100,900
sharded_2key,Sharded-2key,200,17,204326.99300052345,2123.0,931.0,970.0745222222222,374.75467929350884,0.38631535073720963,0,100,900
sharded_2key,Sharded-2key,200,18,186214.4013773708,2451.0,1007.0,1062.6327611111112,485.6503524237305,0.4570255785412867,0,100,900
sharded_2key,Sharded-2key,200,19,216348.50507594098,1912.0,889.0,915.9121944444445,337.11243833169664,0.3680619609352133,0,100,900
sharded_2key,Sharded-2key,200,20,209646.34255323472,2098.0,906.0,945.1602666666666,379.49658839256756,0.4015155966415652,0,100,900
sharded_2key,Sharded-2key,200,21,217793.7382514344,1821.0,890.0,910.5494388888889,300.85828913805204,0.3304140075086738,0,100,900
sharded_2key,Sharded-2key,200,22,214985.65485525047,1944.0,892.0,921.3377888888889,344.46725186589657,0.37387726414794703,0,100,900
sharded_2key,Sharded-2key,200,23,214699.06314584758,1931.0,894.0,922.2166166666667,348.3515710354536,0.37773291517405455,0,100,900
sharded_2key,Sharded-2key,200,24,203755.70830248127,2180.0,927.0,973.1828055555555,383.3535056554173,0.3939172614507655,0,100,900
sharded_2key,Sharded-2key,200,25,215706.4235575382,1876.0,895.0,919.0357444444444,330.5278727589029,0.35964637366602803,0,100,900
sharded_2key,Sharded-2key,200,26,215941.05880162367,1871.0,890.0,917.9659777777778,327.1637094427449,0.3564006917061855,0,100,900
sharded_2key,Sharded-2key,200,27,214894.27235228266,1922.0,895.0,922.2316222222222,338.9877907333339,0.3675733758906512,0,100,900
sharded_2key,Sharded-2key,200,28,212053.05637683673,2029.0,900.0,934.25455,372.20020764493756,0.3983927160375484,0,100,900
sharded_2key,Sharded-2key,200,29,216112.7785399262,1901.0,890.0,916.4806,337.7106894695939,0.36848645729063323,0,100,900
sharded_2key,Sharded-2key,200,30,211014.65231468013,2081.0,906.0,937.4970166666667,400.79806042640837,0.42751929158289237,0,100,900
sharded_2key,Sharded-2key,300,1,207533.8303894629,3277.0,1375.0,1430.5625370370371,643.702198762008,0.4499643895996576,0,100,900
sharded_2key,Sharded-2key,300,2,218360.20461745444,2760.0,1325.0,1362.6406555555557,469.80079432122324,0.34477233040554117,0,100,900
sharded_2key,Sharded-2key,300,3,217517.78112998814,2944.0,1327.0,1365.660751851852,536.7745246403572,0.3930511467891895,0,100,900
sharded_2key,Sharded-2key,300,4,217088.73613528413,2839.0,1332.0,1369.6511962962963,507.89700023571044,0.3708221491786564,0,100,900
sharded_2key,Sharded-2key,300,5,217872.0437487064,2743.0,1332.0,1365.2578444444443,467.09089439529885,0.34212650474487416,0,100,900
sharded_2key,Sharded-2key,300,6,216794.93638843927,3146.0,1317.0,1370.1601,602.3039144151883,0.43958652307506857,0,100,900
sharded_2key,Sharded-2key,300,7,216545.77469460224,2875.0,1329.0,1372.7284037037036,534.5773850697161,0.3894269133117624,0,100,900
sharded_2key,Sharded-2key,300,8,217435.04222939236,2909.0,1324.0,1367.8274222222221,509.91967618963287,0.37279533068667303,0,100,900
sharded_2key,Sharded-2key,300,9,210200.1368052557,3115.0,1358.0,1413.2650851851852,576.9091938183464,0.40821017929750375,0,100,900
sharded_2key,Sharded-2key,300,10,216484.77435521365,2928.0,1333.0,1372.2981333333332,527.4723819295398,0.3843715655637462,0,100,900
sharded_2key,Sharded-2key,300,11,218339.93458113435,2851.0,1319.0,1360.8879666666667,512.2841024821533,0.3764337072778536,0,100,900
sharded_2key,Sharded-2key,300,12,207326.70156696346,3912.0,1340.0,1432.8063259259259,751.7477862685986,0.5246681094758532,0,100,900
sharded_2key,Sharded-2key,300,13,214665.49622239493,3139.0,1335.0,1384.209751851852,616.6857318897185,0.44551465633347204,0,100,900
sharded_2key,Sharded-2key,300,14,186701.3386080767,3974.0,1479.0,1588.5371296296296,786.068697883183,0.494838101811606,0,100,900
sharded_2key,Sharded-2key,300,15,217609.59287562312,2863.0,1320.0,1365.2304259259258,526.9055574611101,0.38594624574364617,0,100,900
sharded_2key,Sharded-2key,300,16,192773.06282036807,3813.0,1437.0,1538.2753296296296,722.9231656452698,0.46995693925568444,0,100,900
sharded_2key,Sharded-2key,300,17,208521.03846952508,3157.0,1370.0,1425.6810518518519,569.2969581551977,0.3993157918566176,0,100,900
sharded_2key,Sharded-2key,300,18,216832.74616163378,2910.0,1327.0,1371.112,524.0401842424552,0.3822008590417524,0,100,900
sharded_2key,Sharded-2key,300,19,218201.15512410423,2779.0,1325.0,1362.867785185185,496.4785600949055,0.3642895998363073,0,100,900
sharded_2key,Sharded-2key,300,20,218395.00700481763,2858.0,1318.0,1361.177748148148,525.5002643409077,0.38606292606225684,0,100,900
sharded_2key,Sharded-2key,300,21,216900.6582934979,2870.0,1330.0,1370.086114814815,516.1654496936799,0.3767394210570818,0,100,900
sharded_2key,Sharded-2key,300,22,217831.26386909472,2897.0,1326.0,1364.7987592592592,525.7198371120215,0.3851995274360848,0,100,900
sharded_2key,Sharded-2key,300,23,217126.77208829267,2900.0,1326.0,1368.8689074074075,524.5789831646883,0.3832207600932536,0,100,900
sharded_2key,Sharded-2key,300,24,212713.7708302491,3128.0,1344.0,1396.6502962962963,603.4633116435429,0.43207903456136126,0,100,900
sharded_2key,Sharded-2key,300,25,216324.34946108382,2879.0,1334.0,1373.1063259259258,513.6451779590752,0.37407531249461634,0,100,900
sharded_2key,Sharded-2key,300,26,216303.10554179573,3009.0,1329.0,1373.2448592592593,544.1537005537672,0.3962539505498594,0,100,900
sharded_2key,Sharded-2key,300,27,217905.68686282777,2816.0,1323.0,1364.5017444444445,495.84365173243276,0.36338806729361495,0,100,900
sharded_2key,Sharded-2key,300,28,217126.13931242042,2895.0,1328.0,1367.4865962962963,516.6790613593746,0.37783117052755716,0,100,900
sharded_2key,Sharded-2key,300,29,217735.98005362944,2833.0,1328.0,1365.4597925925925,503.19324267877755,0.36851560581170006,0,100,900
sharded_2key,Sharded-2key,300,30,216161.51588466903,2936.0,1330.0,1373.4774037037037,527.7835195439098,0.3842680761406739,0,100,900
sharded_2key,Sharded-2key,400,1,209817.99600209293,4611.0,1783.0,1887.1163277777778,899.6362593012309,0.47672538574271184,0,100,900
sharded_2key,Sharded-2key,400,2,214878.33504807338,4371.0,1753.0,1843.6754555555556,838.3429327720734,0.454712856455235,0,100,900
sharded_2key,Sharded-2key,400,3,217444.94339334313,4141.0,1744.0,1820.9084444444445,781.0406759767283,0.4289291305994367,0,100,900
sharded_2key,Sharded-2key,400,4,213140.73305166687,4366.0,1767.0,1858.6473166666667,827.5771391590499,0.4452577590907577,0,100,900
sharded_2key,Sharded-2key,400,5,213564.0457810126,4336.0,1764.0,1854.7163611111112,823.3923077976507,0.44394513633576743,0,100,900
